p-value_TI-CT-PPHE vs TI-CT-CH-TPP,Log (Fold Change)_TI-CT-PPHE vs TI-CT-CH-TPP,Protein,Gene,p-value_TI-CT-PPHE vs TI-CT-CH,Log (Fold Change)_TI-CT-PPHE vs TI-CT-CH,p-value_TI-CT-PPHE vs TI-CT,Log (Fold Change)_TI-CT-PPHE vs TI-CT,p-value_TI-CT-PPHE vs TI-PPHE,Log (Fold Change)_TI-CT-PPHE vs TI-PPHE,p-value_TI-CT-PPHE vs TI-P4000,Log (Fold Change)_TI-CT-PPHE vs TI-P4000,p-value_TI-CT-CH-TPP vs TI-CT-CH,Log (Fold Change)_TI-CT-CH-TPP vs TI-CT-CH,p-value_TI-CT-CH-TPP vs TI-CT,Log (Fold Change)_TI-CT-CH-TPP vs TI-CT,p-value_TI-CT-CH-TPP vs TI-P4000,Log (Fold Change)_TI-CT-CH-TPP vs TI-P4000,p-value_TI-CT-CH-TPP vs TI-PPHE,Log (Fold Change)_TI-CT-CH-TPP vs TI-PPHE,p-value_TI-CT-CH vs TI-CT,Log (Fold Change)_TI-CT-CH vs TI-CT,p-value_TI-CT-CH vs TI-PPHE,Log (Fold Change)_TI-CT-CH vs TI-PPHE,p-value_TI-CT-CH vs TI-P4000,Log (Fold Change)_TI-CT-CH vs TI-P4000,p-value_TI-CT vs TI-PPHE,Log (Fold Change)_TI-CT vs TI-PPHE,p-value_TI-PPHE vs TI-P4000,Log (Fold Change)_TI-PPHE vs TI-P4000,p-value_TI-CT vs TI-P4000,Log (Fold Change)_TI-CT vs TI-P4000
0.12141,0.174220453005064,P01888,B2MG,0.20349,0.162553849401377,0.00246,0.609036974495788,0.083,0.260463182570442,0.00352,0.582783700443114,0.94161,-0.0116666036036867,0.05459,0.434816521490724,0.06721,0.40856324743805,0.62131,0.0862427295653783,0.08792,0.446483125094411,0.61444,0.097909333169065,0.10197,0.420229851041737,0.17997,-0.348573791925346,0.20856,0.322320517872672,0.88959,-0.0262532740526742
0.12199,0.0766134666612209,Q29443,TRFE,0.19843,0.022677720674802,0.1515,0.0350601123638198,0.30046,0.0259320896282892,0.84731,0.00184564599986283,0.2714,-0.053935745986419,0.41014,-0.0415533542974012,0.13077,-0.0747678206613581,0.3319,-0.0506813770329317,0.63171,0.0123823916890177,0.90503,0.00325436895348719,0.24224,-0.0208320746749391,0.7705,-0.0091280227355305,0.33835,-0.0240864436284263,0.17529,-0.0332144663639569
0.13307,-0.150861021974817,Q0VCM5,ITIH1,0.53173,0.02071731486899,0.89868,-0.00561194675514091,0.20464,-0.0400942234327814,0.92889,-0.00347969292965478,0.09594,0.171578336843807,0.14611,0.145249075219676,0.13622,0.147381329045162,0.2067,0.110766798542035,0.47847,-0.0263292616241308,0.00573,-0.0608115383017714,0.42545,-0.0241970077986447,0.31275,-0.0344822766776406,0.19412,0.0366145305031267,0.95931,0.00213225382548613
0.1348,0.125533111350615,P81948,TBA4A,0.10347,0.199439066163285,0.43861,0.0926105754423859,0.07794,0.264970407546688,0.81624,0.0308766945222576,0.4343,0.0739059548126691,0.77577,-0.0329225359082296,0.51083,-0.0946564168283579,0.26382,0.139437296196073,0.47543,-0.106828490720899,0.67249,0.0655313413834037,0.34018,-0.168562371641027,0.32979,0.172359832104302,0.25052,-0.234093713024431,0.71065,-0.0617338809201282
0.13962,0.0871721590833386,P01045,KNG2,0.30784,0.0384317432394594,0.05346,0.0843241318241553,0.17262,0.0382081952256685,0.84541,-0.00485749000269056,0.4181,-0.0487404158438792,0.96078,-0.00284802725918328,0.11538,-0.0920296490860291,0.35975,-0.0489639638576701,0.30419,0.0458923885846959,0.99468,-0.000223548013790934,0.23683,-0.0432892332421499,0.18836,-0.0461159365984868,0.10448,-0.043065685228359,0.03727,-0.0891816218268459
0.14076,0.147124713546712,A2I7N0,SPA34,0.10074,0.0731184765258916,0.01165,0.222196759237466,0.01282,0.0877402720486304,0.11128,0.0766184721676202,0.47069,-0.0740062370208205,0.55324,0.0750720456907536,0.49931,-0.0705062413790919,0.53872,-0.0593844414980817,0.08268,0.149078282711574,0.71047,0.0146217955227388,0.94759,0.00349999564172858,0.07034,-0.134456487188835,0.79643,-0.0111217998810102,0.0982,-0.145578287069846
0.14723,-0.0680960265077084,Q2KIG3,CBPB2,0.27811,0.100545511362246,0.00208,0.236720625072334,0.15567,-0.0392917116184975,0.52343,-0.0157468585472764,0.09824,0.168641537869954,0.00217,0.304816651580042,0.17104,0.052349167960432,0.40457,0.0288043148892109,0.25039,0.136175113710088,0.12769,-0.139837222980743,0.1951,-0.116292369909522,9.2801e-05,-0.276012336690831,0.0359,0.023544853071221,0.00011,-0.25246748361961
0.15211,0.0362968679536098,P02769,ALBU,0.15864,-0.00458510068301664,0.06336,-0.0144685248824746,0.66138,0.00115172059069989,0.86043,0.000848192612307619,0.11773,-0.0408819686366265,0.07292,-0.0507653928360844,0.16737,-0.0354486753413022,0.16434,-0.03514514736291,0.17678,-0.00988342419945796,0.15261,0.00573682127371646,0.33788,0.0054332932953242,0.0593,0.0156202454731744,0.95368,-0.000303527978392287,0.09574,0.0153167174947822
0.15787,0.107602277350982,Q2KJ63,KLKB1,0.46999,0.048862689983655,0.13959,0.0998352063373821,0.83216,0.0184250936379291,0.66551,-0.027298393934135,0.32399,-0.0587395873673274,0.84816,-0.0077670710136002,0.05818,-0.134900671285117,0.33203,-0.0891771837130533,0.28903,0.0509725163537271,0.71723,-0.0304375963457259,0.21438,-0.0761610839177899,0.33591,-0.0814101126994531,0.56852,-0.045723487572064,0.04008,-0.127133600271517
0.16415,-0.0675295625874649,P50448,F12AI,0.48901,0.0204362461508773,0.09621,0.0834770579449292,0.28548,-0.0235494285440463,0.45582,0.0384079767282161,0.10491,0.0879658087383423,0.0413,0.151006620532394,0.12765,0.105937539315681,0.29914,0.0439801340434186,0.20452,0.0630408117940519,0.12581,-0.0439856746949237,0.73397,0.0179717305773388,0.03732,-0.107026486488976,0.22642,0.0619574052722624,0.49007,-0.045069081216713
0.17155,0.262268683347962,Q148H6,K1C28,0.31319,-0.455294057974081,0.9269,0.0101803630774549,0.33056,0.128178618892681,0.99678,0.000609891062338831,0.22819,-0.717562741322044,0.25408,-0.252088320270507,0.315,-0.261658792285624,0.56854,-0.134090064455281,0.31041,0.465474421051536,0.26192,0.583472676866762,0.31938,0.45590394903642,0.46651,0.117998255815226,0.52581,-0.127568727830342,0.95593,-0.00957047201511616
0.18113,-0.739581623217466,P01035,CYTC,0.00081,1.301029996,0.57677,-0.190381117144706,0.03544,-0.158580835092394,0.93641,-0.0102496968933457,0.11894,1.301029996,0.24809,0.54920050607276,0.18421,0.72933192632412,0.21835,0.581000788125072,0.16012,-1.301029996,8.2738e-05,-1.301029996,0.01673,-1.301029996,0.90951,0.031800282052312,0.20209,0.148331138199048,0.60414,0.18013142025136
0.18237,-0.0482795690252328,P18902,RET4,0.37298,0.0430143726123635,0.26834,0.0343278998451809,0.92909,-0.00221787662338391,0.28078,0.0637240987147439,0.08481,0.0912939416375963,0.02786,0.0826074688704137,0.07933,0.112003667739977,0.09666,0.0460616924018489,0.83545,-0.0086864727671826,0.27649,-0.0452322492357474,0.75038,0.0207097261023804,0.05242,-0.0365457764685648,0.21755,0.0659419753381278,0.57724,0.029396198869563
0.18665,0.168861200796846,Q148H7,K2C79,0.33676,-0.516400152598144,0.82435,-0.0161420901861024,0.2743,0.111163111796181,0.73093,-0.0507255990041026,0.28257,-0.685261353394991,0.19174,-0.185003290982949,0.29901,-0.219586799800949,0.71183,-0.0576980890006657,0.34447,0.500258062412042,0.29777,0.627563264394325,0.36542,0.465674553594042,0.27488,0.127305201982283,0.38831,-0.161888710800283,0.81938,-0.0345835088180002
0.19899,-0.0589228276033621,E1BF81,CBG,0.44846,0.0283851942702534,0.32834,0.0423413819707173,0.05514,-0.0799406062674131,0.81985,0.014387577921956,0.11805,0.0873080218736155,0.0985,0.101264209574079,0.30873,0.0733104055253181,0.61746,-0.021017778664051,0.77139,0.0139561877004639,0.03963,-0.108325800537667,0.8391,-0.0139976163482974,0.03635,-0.12228198823813,0.17288,0.0943281841893692,0.70101,-0.0279538040487612
0.19968,0.0198768188308766,Q3SZ57,FETA,0.1182,0.0297643407262068,0.99973,-7.5029708085461e-06,0.48166,-0.0119038062645667,0.5566,0.0121894677141495,0.358,0.00988752189533009,0.32316,-0.0198843218016852,0.64571,-0.00768735111672722,0.04164,-0.0317806250954434,0.19772,-0.0297718436970153,0.03302,-0.0416681469907735,0.36785,-0.0175748730120573,0.56971,-0.0118963032937582,0.23996,0.0240932739787162,0.61564,0.012196970684958
0.20381,0.120897057729496,P02672,FIBA,0.42509,-0.0251955506955953,0.30753,-0.0135285883311559,0.82671,-0.00336912410546334,0.18159,0.0821759245112414,0.15127,-0.146092608425091,0.16008,-0.134425646060652,0.729,-0.0387211332182541,0.19346,-0.124266181834959,0.69053,0.0116669623644394,0.48996,0.021826426590132,0.13059,0.107371475206837,0.46655,0.0101594642256925,0.16879,0.0855450486167048,0.12565,0.0957045128423974
0.20638,-0.153258996070464,P56652,ITIH3,0.37957,0.0171771612537163,0.64756,0.0191865864035081,0.38034,-0.0165562823990274,0.72812,0.00964249522712926,0.1725,0.170436157324181,0.1822,0.172445582473973,0.1895,0.162901491297594,0.23973,0.136702713671437,0.95822,0.00200942514979177,0.00638,-0.0337334436527437,0.73402,-0.00753466602658704,0.36112,-0.0357428688025355,0.25922,0.0261987776261567,0.82651,-0.00954409117637881
0.20793,-0.318794214295355,P81644,APOA2,0.69262,-0.0573788821886096,0.56527,0.0256596912629049,0.16354,-0.076691964663738,0.42783,0.0566889404090713,0.29786,0.261415332106746,0.18847,0.34445390555826,0.17296,0.375483154704426,0.2859,0.242102249631617,0.57796,0.0830385734515145,0.88443,-0.0193130824751284,0.48688,0.114067822597681,0.06923,-0.102351655926643,0.09608,0.133380905072809,0.64186,0.0310292491461664
0.21467,0.0113088004121291,P17697,CLUS,0.68929,0.00754589351266117,0.30077,0.0274036749113315,0.18727,-0.0300320514064037,0.92104,0.00462622368280701,0.83338,-0.00376290689946793,0.51548,0.0160948744992024,0.88669,-0.0066825767293221,0.08663,-0.0413408518185328,0.51413,0.0198577813986703,0.18881,-0.0375779449190648,0.95306,-0.00291966982985414,0.10992,-0.0574357263177352,0.48842,0.0346582750892107,0.67157,-0.0227774512285245
0.21648,0.100738341676449,Q9TTJ5,RGN,0.83046,-0.00685097112629861,0.54448,-0.0163129640431151,0.81132,-0.0056054596255768,0.19473,0.0839329314623365,0.21167,-0.107589312802748,0.16604,-0.117051305719564,0.86641,-0.0168054102141128,0.19727,-0.106343801302026,0.78601,-0.00946199291681641,0.96972,0.00124551150072182,0.19683,0.0907839025886351,0.69876,0.0107075044175382,0.17456,0.0895383910879133,0.1432,0.100245895505452
0.23998,0.0514854780954409,Q3MHN2,CO9,0.10102,-0.0601106538112935,0.87705,-0.00484908413744107,0.8653,-0.00378265628599954,0.33202,-0.0290547409126491,0.03655,-0.111596131906734,0.21104,-0.0563345622328819,0.082,-0.08054021900809,0.14813,-0.0552681343814404,0.12859,0.0552615696738525,0.05923,0.056327997525294,0.30071,0.0310559128986444,0.96358,0.00106642785144156,0.23833,-0.0252720846266496,0.4218,-0.024205656775208
0.24284,0.0801313460371171,P35445,COMP,0.03714,-0.107783770816093,0.02021,-0.078028493669922,0.03484,-0.120976068840465,0.18153,-0.106161785623402,0.03916,-0.18791511685321,0.04709,-0.158159839707039,0.09879,-0.186293131660519,0.03477,-0.201107414877582,0.44065,0.0297552771461712,0.78018,-0.0131922980243721,0.98124,0.00162198519269154,0.31809,-0.0429475751705433,0.83247,0.0148142832170636,0.67199,-0.0281332919534796
0.26089,0.0476336408041269,P00745,PROC,0.08245,0.0734704814473191,0.51617,-0.0215134169672672,0.90695,0.00298021608398538,0.07112,-0.0414762021905123,0.59662,0.0258368406431923,0.17197,-0.0691470577713941,0.04804,-0.0891098429946392,0.2979,-0.0446534247201415,0.0681,-0.0949838984145863,0.09925,-0.0704902653633338,0.01245,-0.114946683637832,0.47606,0.0244936330512526,0.07335,-0.0444564182744977,0.48056,-0.0199627852232451
0.29363,-0.0193954795628173,P28800,A2AP,0.13028,-0.0307691993661171,0.05851,0.0620642322667283,0.58359,-0.0103118011727553,0.4795,0.0362140478670091,0.33263,-0.0113737198032997,0.01247,0.0814597118295456,0.27077,0.0556095274298265,0.47884,0.00908367839006211,0.00806,0.0928334316328454,0.16227,0.0204573981933618,0.19526,0.0669832472331263,0.0229,-0.0723760334394836,0.35452,0.0465258490397644,0.63642,-0.0258501843997192
0.31748,0.156523118231767,Q5XQN5,K2C5,0.25758,-0.376266738633899,0.78867,0.0330072306719377,0.85248,0.0243650973777663,0.91864,-0.0151646905621892,0.18664,-0.532789856865666,0.48372,-0.123515887559829,0.40156,-0.171687808793956,0.47462,-0.132158020854,0.24035,0.409273969305837,0.24728,0.400631836011666,0.27901,0.36110204807171,0.95445,-0.00864213329417138,0.81867,-0.0395297879399555,0.7738,-0.0481719212341269
0.3223,0.100431151974864,Q3ZC07,ACTC,0.38699,0.0604804255190597,0.27895,0.153461292316422,0.43712,-0.0496519923396791,0.73692,0.0493793277241759,0.59866,-0.0399507264558039,0.72082,0.0530301403415587,0.75672,-0.0510518242506876,0.07994,-0.150083144314543,0.45433,0.0929808667973626,0.0178,-0.110132417858739,0.93777,-0.0111010977948837,0.11293,-0.203113284656101,0.45155,0.0990313200638551,0.60036,-0.104081964592246
0.32594,0.0424578799629871,P00921,CAH2,0.42405,0.163917571241273,0.16072,0.273486917263792,0.43962,0.0412768021109938,0.06435,0.0802563625511798,0.56692,0.121459691278286,0.24356,0.231029037300805,0.36621,0.0377984825881929,0.98328,-0.00118107785199324,0.74537,0.109569346022518,0.56895,-0.12264076913028,0.69983,-0.0836612086900937,0.25187,-0.232210115152798,0.47378,0.0389795604401861,0.32959,-0.193230554712612
0.33824,0.169232665613823,Q6URK6,CADH5,0.00238,-0.109540657597434,0.04042,-0.178073867855883,0.51795,-0.00723552575544191,0.09524,0.263142941668553,0.11036,-0.278773323211257,0.07147,-0.347306533469705,0.73416,0.0939102760547304,0.31552,-0.176468191369265,0.26943,-0.0685332102584483,0.00164,0.102305131841993,0.02445,0.372683599265988,0.04353,0.170838342100441,0.08589,0.270378467423995,0.02279,0.441216809524436
0.36722,0.0383290465964448,A2I7N3,SPA37,0.78897,-0.0106058036886885,0.009,0.235623205891272,0.28846,0.0329469568400542,0.08771,0.16552433867125,0.35084,-0.0489348502851333,0.03344,0.197294159294828,0.20088,0.127195292074805,0.89668,-0.00538208975639064,0.01459,0.246229009579961,0.318,0.0435527605287426,0.09042,0.176130142359938,0.01689,-0.202676249051218,0.15769,0.132577381831196,0.54662,-0.0700988672200227
0.36878,0.20269972114345,P19035,APOC3,0.31556,-0.170941429860993,0.62617,0.111469134894981,0.9189,0.0193057555119055,0.70387,0.104704397668299,0.03525,-0.373641151004443,0.63644,-0.0912305862484682,0.72204,-0.0979953234751509,0.24521,-0.183393965631544,0.11401,0.282410564755974,0.17142,0.190247185372899,0.20664,0.275645827529292,0.60661,-0.0921633793830759,0.72065,0.0853986421563932,0.98066,-0.00676473722668265
0.3875,-0.0684730504273962,A6QPQ2,SPA38,0.43012,-0.0375079034609283,0.03204,0.256071517877294,0.64812,0.0208303522982893,0.09436,0.194060148043402,0.67544,0.0309651469664679,0.03743,0.32454456830469,0.07358,0.262533198470798,0.27999,0.0893034027256854,0.01916,0.293579421338222,0.24047,0.0583382557592175,0.05477,0.23156805150433,0.04231,-0.235241165579005,0.12666,0.173229795745113,0.67924,-0.0620113698338919
0.3884,0.0506107721109037,Q3SZR3,A1AG,0.43536,0.0317906573898655,0.18733,0.0703538719162096,0.07065,0.0433037517610603,0.48801,0.00818802800535556,0.79184,-0.0188201147210381,0.80174,0.0197430998053059,0.4754,-0.0424227441055481,0.90586,-0.00730702034984341,0.55954,0.038563214526344,0.8001,0.0115130943711948,0.57303,-0.02360262938451,0.61867,-0.0270501201551493,0.16601,-0.0351157237557047,0.24814,-0.062165843910854
0.39711,-0.0547221132817568,P02453,CO1A1,0.60257,-0.0111342929582514,0.55972,-0.0156087289795932,0.46665,-0.0252233566289595,0.44559,0.0364957140545702,0.49291,0.0435878203235055,0.54479,0.0391133843021637,0.26567,0.091217827336327,0.65621,0.0294987566527974,0.87271,-0.00447443602134185,0.68704,-0.0140890636707081,0.33896,0.0476300070128216,0.79927,-0.00961462764936631,0.28672,0.0617190706835297,0.32347,0.0521044430341634
0.40809,0.0389386008868905,P01966,HBA,0.09044,-0.257839115744244,0.21531,-0.145905230267936,0.39978,-0.0625164576546952,0.11234,-0.135192409301207,0.07313,-0.296777716631134,0.15806,-0.184843831154826,0.079,-0.174131010188098,0.24766,-0.101455058541586,0.41267,0.111933885476308,0.17233,0.195322658089549,0.32982,0.122646706443036,0.4758,0.0833887726132406,0.42204,-0.0726759516465123,0.92015,0.0107128209667283
0.4104,0.0387669349730129,A7E3W2,LG3BP,0.06562,0.114078709569285,0.76486,0.0156113307814549,0.75613,0.0138821765560778,0.96385,-0.00283370978401034,0.13698,0.0753117745962719,0.64089,-0.023155604191558,0.5095,-0.0416006447570233,0.54508,-0.0248847584169351,0.11739,-0.0984673787878299,0.0679,-0.100196533013207,0.13302,-0.116912419353295,0.97141,-0.00172915422537713,0.78177,-0.0167158863400881,0.78024,-0.0184450405654652
0.41382,0.0253260919292581,P10096,G3P,0.01024,-0.0718695196803329,0.17373,-0.103724550632827,0.10697,-0.0887718366709929,0.03732,-0.113773831410085,0.01196,-0.097195611609591,0.12298,-0.129050642562085,0.02701,-0.139099923339343,0.07028,-0.114097928600251,0.6053,-0.0318550309524942,0.67893,-0.0169023169906599,0.26658,-0.0419043117297523,0.83224,0.0149527139618342,0.62595,-0.0250019947390924,0.87918,-0.0100492807772582
0.43142,0.0435032091589564,P15497,APOA1,0.05849,-0.105421140969402,0.57561,0.0319683720425268,0.52917,-0.0320644428268016,0.18703,-0.0651112115530077,0.02985,-0.148924350128358,0.85302,-0.0115348371164297,0.07834,-0.108614420711964,0.21977,-0.0755676519857581,0.04431,0.137389513011928,0.15799,0.0733566981425999,0.34212,0.0403099294163938,0.30408,-0.0640328148693284,0.48806,-0.033046768726206,0.11717,-0.0970795835955344
0.49365,0.0244794791100307,P07589,FINC,0.48798,-0.0254047196230498,0.95378,-0.00504401713768849,0.00459,-0.130917650471772,0.22895,0.0466092034814663,0.17125,-0.0498841987330805,0.73818,-0.0295234962477191,0.48241,0.0221297243714356,0.00107,-0.155397129581803,0.80894,0.0203607024853613,0.00687,-0.105512930848723,0.07556,0.0720139231045161,0.13395,-0.125873633334084,0.00061,0.177526853953239,0.57308,0.0516532206191547
0.5059,0.0107149727241897,P02081,HBBF,0.08846,-0.0623522030833813,0.4472,-0.0162606375627342,0.11999,-0.0361575008907796,0.4222,-0.0188753905331063,0.05377,-0.073067175807571,0.20126,-0.026975610286924,0.20721,-0.029590363257296,0.04811,-0.0468724736149694,0.18569,0.0460915655206471,0.40138,0.0261947021926017,0.21971,0.043476812550275,0.38544,-0.0198968633280454,0.47647,0.0172821103576733,0.91485,-0.00261475297037214
0.51161,0.195340377040102,A1L595,K1C17,0.35442,-0.318427686563583,0.33545,0.225888895261728,0.32623,0.270515969057838,0.82342,0.0536811388004914,0.23706,-0.513768063603685,0.91605,0.030548518221626,0.64842,-0.141659238239611,0.82459,0.0751755920177356,0.20442,0.544316581825311,0.19692,0.588943655621421,0.31024,0.372108825364075,0.83422,0.0446270737961096,0.44494,-0.216834830257346,0.47329,-0.172207756461237
0.5217,0.0154182544207464,P01044,KNG1,0.39433,0.0185034464256714,0.0875,0.0621115705742244,0.32027,0.0192538073524334,0.62866,0.00951128641652557,0.92237,0.00308519200492493,0.27041,0.046693316153478,0.84728,-0.00590696800422081,0.89831,0.00383555293168703,0.27959,0.043608124148553,0.9785,0.000750360926762041,0.75444,-0.0089921600091458,0.26913,-0.042857763221791,0.71786,-0.00974252093590782,0.19562,-0.0526002841576988
0.52209,0.0318291080636169,P07224,PROS,0.18543,0.0591425747429868,0.11915,0.0913893665763389,0.64792,0.0192804546783926,0.44164,0.0433083990146674,0.57795,0.0273134666793698,0.33139,0.059560258512722,0.85175,0.0114792909510504,0.80052,-0.0125486533852243,0.51881,0.0322467918333521,0.35231,-0.0398621200645942,0.77255,-0.0158341757283194,0.20218,-0.0721089118979463,0.66769,0.0240279443362748,0.46519,-0.0480809675616716
0.53965,-0.0280361304268719,P02465,CO1A2,0.72918,0.0110362991935695,0.00855,0.259204989510532,0.24589,-0.0472093517573669,0.43845,0.0736212434174394,0.3212,0.0390724296204414,0.00758,0.287241119937404,0.29939,0.101657373844311,0.64142,-0.019173221330495,0.00444,0.248168690316963,0.08623,-0.0582456509509364,0.48914,0.0625849442238699,0.0032,-0.306414341267899,0.20556,0.120830595174806,0.18518,-0.185583746093093
0.55137,-0.0201840166483158,P12763,FETUA,0.21455,0.020927359382552,0.20487,0.0286530428035859,0.27499,0.0165289988675992,0.81793,-0.0026192070491822,0.27339,0.0411113760308677,0.23383,0.0488370594519016,0.59385,0.0175648095991335,0.31285,0.0367130155159149,0.72496,0.00772568342103391,0.78188,-0.0043983605149528,0.13468,-0.0235465664317342,0.56964,-0.0121240439359867,0.1664,-0.0191482059167814,0.15225,-0.0312722498527681
0.56393,-0.0386776100735826,Q9BGI3,PRDX2,0.00127,0.149751277159912,0.00903,0.139125511714309,0.5,0.0193069876195834,0.99056,-0.00026104280955691,0.05766,0.188428887233494,0.07392,0.177803121787892,0.56857,0.0384165672640256,0.42236,0.057984597693166,0.74936,-0.0106257654456024,0.00897,-0.130444289540328,0.00179,-0.150012319969468,0.0289,-0.119818524094726,0.50943,-0.0195680304291404,0.01024,-0.139386554523866
0.57249,0.0409451091185388,Q2KIS7,TETN,0.66557,0.0135025490231217,0.99138,-0.000278964594708766,0.04809,-0.0489484727288743,0.19289,0.0430216088349159,0.72866,-0.027442560095417,0.59182,-0.0412240737132475,0.97931,0.00207649971637707,0.23903,-0.0898935818474131,0.72918,-0.0137815136178304,0.11937,-0.0624510217519961,0.50539,0.0295190598117941,0.15373,-0.0486695081341656,0.04,0.0919700815637902,0.30096,0.0433005734296246
0.5746,0.0367158809456967,Q9XSJ4,ENOA,0.00054,-0.165232453638276,0.04267,-0.177408418695357,0.63977,0.0156100310483229,0.53527,-0.0144975173976429,0.01285,-0.201948334583972,0.04865,-0.214124299641054,0.42208,-0.0512133983433397,0.75616,-0.0211058498973739,0.81625,-0.0121759650570814,0.00103,0.180842484686598,0.00018,0.150734936240633,0.03721,0.19301844974368,0.32441,-0.0301075484459659,0.04946,0.162910901297714
0.59021,-0.0116549689960137,Q05443,LUM,0.5855,0.0175926501131381,0.82234,-0.0174019101053047,0.67651,-0.0106011744843205,0.55587,0.0331230686772374,0.26267,0.0292476191091519,0.9379,-0.00574694110929098,0.39613,0.0447780376732511,0.9455,0.00105379451169327,0.6637,-0.0349945602184428,0.33738,-0.0281938245974586,0.78645,0.0155304185640992,0.92778,0.00680073562098431,0.42258,0.0437242431615578,0.58982,0.0505249787825421
0.60552,-0.0327179293105686,Q3ZBU7,TBB4A,0.19906,0.0941653184379939,0.96419,0.00473917206191148,0.45011,-0.0410668743462883,0.335,-0.075379182622967,0.05868,0.126883247748562,0.70034,0.0374571013724801,0.5182,-0.0426612533123985,0.83478,-0.00834894503571979,0.42453,-0.0894261463760824,0.01601,-0.135232192784282,0.05782,-0.169544501060961,0.61539,-0.0458060464081998,0.55047,-0.0343123082766787,0.44781,-0.0801183546848785
0.63424,-0.0406711747662966,Q2KIT0,HP20,0.23887,-0.0701106073079519,0.4224,0.0373346196605121,0.05373,-0.103377127771925,0.4381,-0.0455403691290439,0.72882,-0.0294394325416553,0.3913,0.0780057944268087,0.95543,-0.00486919436274729,0.42355,-0.062705953005628,0.10282,0.107445226968464,0.50418,-0.0332665204639727,0.69151,0.024570238178908,0.01989,-0.140711747432437,0.2887,0.0578367586428807,0.19505,-0.082874988789556
0.66613,0.0265212149903921,P02070,HBB,0.04671,-0.0912171065392348,0.13685,-0.0427263846697889,0.04789,-0.0589528168500555,0.89842,0.00577183514098737,0.09813,-0.117738321529627,0.25404,-0.0692475996601811,0.768,-0.0207493798494049,0.16442,-0.0854740318404476,0.15245,0.048490721869446,0.28048,0.0322642896891794,0.08532,0.0969889416802222,0.31847,-0.0162264321802665,0.14483,0.0647246519910428,0.26563,0.0484982198107762
0.72754,-0.00599665175896272,Q3Y5Z3,ADIPO,0.18713,-0.0720029325863867,0.79387,0.00501856858818038,0.16803,-0.100957866830292,0.41019,-0.0147291298626707,0.20475,-0.066006280827424,0.44887,0.0110152203471431,0.45943,-0.00873247810370793,0.18099,-0.0949612150713297,0.1601,0.0770215011745672,0.68579,-0.0289549342439057,0.2559,0.0572738027237161,0.15107,-0.105976435418473,0.21231,0.0862287369676218,0.20857,-0.0197476984508511
0.74374,0.014700087048152,P62935,PPIA,0.08207,-0.0587518344166176,0.62174,-0.0157302271056195,0.98771,0.000370343779796631,0.36252,0.0943738829104086,0.15969,-0.0734519214647697,0.54879,-0.0304303141537715,0.47782,0.0796737958622565,0.7553,-0.0143297432683554,0.24907,0.0430216073109982,0.09169,0.0591221781964143,0.15518,0.153125717327026,0.62808,0.016100570885416,0.36685,0.0940035391306119,0.30307,0.110104110016028
0.77642,-0.0472620336225204,Q5E9B1,LDHB,0.81612,0.0320075648249417,0.50236,0.114842489461669,0.94189,-0.011492378398746,0.44932,0.126298973862748,0.50872,0.0792695984474622,0.29585,0.162104523084189,0.25024,0.173561007485268,0.79764,0.0357696552237744,0.34035,0.082834924636727,0.65854,-0.0434999432236878,0.19256,0.094291409037806,0.34924,-0.126334867860415,0.28419,0.137791352261494,0.91526,0.0114564844010791
0.79537,-0.0250850003986662,A2I7N2,SPA36,0.96985,0.00393497379173077,0.01701,0.371825701255488,0.49135,0.0555505455972718,0.01835,0.353888543233016,0.81035,0.029019974190397,0.03688,0.396910701654155,0.03965,0.378973543631683,0.45079,0.0806355459959379,0.05882,0.367890727463758,0.64722,0.0516155718055409,0.06352,0.349953569441286,0.03628,-0.316275155658217,0.03987,0.298337997635745,0.89851,-0.0179371580224719
0.81466,-0.018913462902326,P00442,SODC,0.00813,-0.229034128751639,0.67365,-0.0783329674133678,0.83592,0.0183716500814072,0.96937,0.00344612065616195,0.00434,-0.210120665849313,0.73786,-0.0594195045110418,0.77607,0.0223595835584879,0.63096,0.0372851129837333,0.29555,0.150701161338272,0.00433,0.247405778833047,0.00653,0.232480249407801,0.60856,0.0967046174947751,0.86296,-0.0149255294252453,0.66011,0.0817790880695298
0.83985,0.0666657499566048,Q0VC16,MIA3,0.76246,0.101143389823912,0.45611,0.273981071913357,0.39782,0.402500885440781,0.49545,0.259437648168943,0.91664,0.0344776398673069,0.55424,0.207315321956752,0.60058,0.192771898212338,0.47317,0.335835135484176,0.61756,0.172837682089445,0.52052,0.301357495616869,0.66558,0.158294258345031,0.78922,0.128519813527424,0.77942,-0.143063237271838,0.96796,-0.0145434237444141
0.87609,-0.00707231344533004,Q5E9F5,TAGL2,0.30479,0.056174984139719,0.42012,0.0983853741324054,0.54957,-0.0358187974963995,0.78442,0.0145790613415478,0.0152,0.063247297585049,0.34263,0.105457687577735,0.43383,0.0216513747868779,0.47634,-0.0287464840510695,0.71279,0.0422103899926864,0.09076,-0.0919937816361185,0.24063,-0.0415959227981711,0.26252,-0.134204171628805,0.31652,0.0503978588379473,0.46609,-0.0838063127908576
